"dad_job","decision_mode","impairment","mom_job","years_in_uk","start_date","end_date","progress","duration_in_seconds","finished","recorded_date","response_id","attributes_1","attributes_2","attributes_3","attributes_4","attributes_5","attributes_6","attributes_7","attributes_8","attributes_9","attributes_10","schwartz_s_1_1","schwartz_s_1_2","schwartz_s_1_3","schwartz_s_1_4","schwartz_s_1_5","schwartz_s_2_1","schwartz_s_2_2","schwartz_s_2_3","schwartz_s_2_4","schwartz_s_2_5","auth_s_1","auth_s_2","auth_s_3","auth_s_4","topics_s_1_1","topics_s_1_2","topics_s_1_3","topics_s_1_4","topics_s_1_5","topics_s_1_6","topics_s_2_1","topics_s_2_2","topics_s_2_3","topics_s_2_4","topics_s_2_5","topics_s_2_6","worth","good_qualties","failure","comparison","proud","positive_attitude","satisfaction","respect","useless","no_good","risk","trust","decision_mode_follow","likert_time_recip_1","likert_time_recip_2","likert_time_recip_3","pol_interest","political","social_ideo_1","social_ideo_2","social_ideo_3","social_ideo_4","social_ideo_5","ineq","redist","standard_live","private_redist","tax_share","uk_aid_spend","uk_immig_lvl","uk_poverty_aid","uk_problems","uk_similar","get_ahead_uk_1","get_ahead_uk_2","get_ahead_uk_3","get_ahead_uk_4","get_ahead_uk_5","get_ahead_uk_6","get_ahead_uk_7","get_ahead_uk_8","get_ahead_uk_9","get_ahead_uk_10","sex","birth","race","religion","single","uni_student","studies","prev_part","exp_part","impaired","mom_education","dad_education","siblings","siblings_order","children","number_children","birth_nation","abroad","nation","first_language","home_language","languages","other_country_s_1_1","other_country_s_1_2","other_country_s_1_3","other_country_s_2_1","other_country_s_2_2","other_country_s_2_3","dev_poverty_aid","dev_problems","dev_similar","get_ahead_dev_1","get_ahead_dev_2","get_ahead_dev_3","get_ahead_dev_4","get_ahead_dev_5","get_ahead_dev_6","get_ahead_dev_7","get_ahead_dev_8","get_ahead_dev_9","get_ahead_dev_10","charchc_noeff_6","charchc_noeff_7","charch_noef_rev_7","charch_noef_rev_12","char_choice_efftreat_6","char_choice_efftreat_7","choice_eff_reverse_6","choice_eff_reverse_12","donation","attn_geog_qn","reaction_qn","happiness","aid_treat","treat_image","treat_eff_info","d_river_1_st","time_desc_chars","time_charch","time_intro_prize","raw_treat_eff_info","raw_treat_image","treatment","char_choice","d_donation","d_donated_all","d_donated_mid","endow","av_don","don_guide_dogs","d_don_guide_dogs","don_river","d_don_river","date_sent","dur_survey","delay_response","eyes_correct_pct","d_decis_intu","d_decis_intu_m","givendate","age","d_mature","age_sq","dow","study"
"Construction, Extraction, and maintenance","I partly ponder and partly rely on intuition",NA,"Service",NA,"2019/06/07 07:45:05","2019/06/07 08:18:40",100,2015,TRUE,"2019/06/07 08:18:40","R_2CNbEpOU57wleI2","Agree a little","Neither agree nor disagree","Agree a little","Disagree Moderately","Agree Strongly","Disagree Moderately","Agree Moderately","Disagree Moderately","Agree Moderately","Disagree a little","A little like me","Not like me at all","Like me","Very much like me","Very much like me","Like me","Very much like me","Very much like me","Somewhat like me","Like me","Independence","Curiosity","Self-reliance","Being considerate","Agree","Disagree","Strongly agree","Strongly disagree","Disagree","Strongly agree","Disagree","Disagree","Strongly agree","Agree","Neither agree nor disagree","Strongly disagree","Agree","Agree","Strongly Disagree","Agree","Strongly Disagree","Agree","Agree","Disagree","Disagree","Disagree","8","Can't be too careful","I more frequently ponder carefully","6","completely unwilling to do so","completely unwilling to do so","Not very interested","3","Always Justifiable","8","Always Justifiable","Always Justifiable","Always Justifiable",NA,NA,NA,NA,"Much larger share","Spend more","Increasing immigration levels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","13/11/1996","White","Atheist","Single","Yes","MSc Tropical Marine Biology","Yes","I'm open to both Online and In-Lab Experiments","No","Secondary Education (GCSE/O-Levels) or below","Secondary Education (GCSE/O-Levels) or below",0,NA,"No",NA,"Yes","No",NA,"Yes",NA,"no",NA,NA,NA,NA,NA,NA,"Not at all supportive","A moderate amount","Very Dissimilar","Slightly important","Not at all important","Extremely important","Extremely important","Extremely important","Extremely important","Very important","Moderately important","Not at all important","Not at all important","Guide dogs 
Donation goes to the charity Guide Dogs (UK)  to support working guide dog partnerships 
",NA,NA,NA,NA,NA,NA,NA,10,"Africa and Europe","like I just wanted to help in some way.","Slightly happy","int","Image","No info","FALSE",NA,8.519,58.616,0,1,"Image only","Guide dogs","2","0","1",50,0.2,10,"1",0,"0","2019/05/31 20:02:00",33.583333333333336,6.488252314814815,0.8888888888888888,"0","0","2019-05-31",22.543463381245722,"FALSE",508.20774122156683,"6","masters"
"Management, Professional, and related","I partly ponder and partly rely on intuition",NA,"Service",2,"2019/06/07 09:44:24","2019/06/07 10:03:15",100,1131,TRUE,"2019/06/07 10:03:16","R_3oAx1qk7lwG7PtA","Agree a little","Disagree a little","Agree Strongly","Agree a little","Agree Moderately","Agree a little","Agree Moderately","Disagree Strongly","Agree Moderately","Disagree a little","Very much like me","Not like me at all","Very much like me","Very much like me","Very much like me","Somewhat like me","Like me","Very much like me","Somewhat like me","Very much like me","Independence","Good manners","Self-reliance","Being considerate","Agree","Agree","Strongly agree","Disagree","Agree","Strongly agree","Neither agree nor disagree","Agree","Strongly agree","Agree","Neither agree nor disagree","Disagree","Agree","Agree","Strongly Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","7","Most people can be trusted","I more frequently ponder carefully","8","3","7","Very interested","5","Always Justifiable","3","Always Justifiable","Always Justifiable","Always Justifiable",NA,NA,NA,NA,"Much larger share","Spend the same amount","Increasing immigration levels","Very supportive","A lot","Somewhat similar","Extremely important","Extremely important","Extremely important","Very important","Moderately important","Extremely important","Very important","Slightly important","Moderately important","Moderately important","Female","20/09/1999","White","Atheist","Single","Yes","Law","Yes","I'm open to both Online and In-Lab Experiments","No","Post-graduate Degree (MA, MSc etc.)","Post-graduate Degree (MA, MSc etc.)",1,0,"No",NA,"No","Yes","France","No","French","Spanish","France",NA,NA,"17 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"River blindnessDonation goes to the charity  the Carter Center, for their River Blindness Program",NA,NA,NA,NA,NA,25,"Latin America and Africa","like I just wanted to help in some way.","Moderately happy","uk","No image","No info","TRUE",NA,16.719,3.333,0,0,"Control","River blindness","2","0","1",50,0.5,0,"0",25,"1","2019/05/31 20:02:00",18.85,6.571111111111111,0.7777777777777778,"0","0","2019-05-31",19.693360711841205,"FALSE",387.82845612669075,"6","Law/Legal"
"Sales and Office","I decide very rapidly on the basis of my intuition",NA,"Sales and Office",11,"2019/06/06 10:42:25","2019/06/07 10:51:36",100,86951,TRUE,"2019/06/07 10:51:39","R_1IjPsK6N0gARhkJ","Agree a little","Neither agree nor disagree","Agree Moderately","Agree a little","Agree a little","Agree a little","Agree Moderately","Disagree Moderately","Agree a little","Disagree a little","A little like me","Not like me","Like me","Like me","Like me","Somewhat like me","Like me","A little like me","A little like me","Like me","Independence","Good manners","Self-reliance","Being considerate","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","7","Depends",NA,"8","3","7","Not at all interested","5","7","5","7","5","7",NA,NA,NA,NA,"Larger","Spend the same amount","Keeping immigration levels the same","Very supportive","A moderate amount","Somewhat similar","Slightly important","Slightly important","Moderately important","Extremely important","Very important","Moderately important","Moderately important","Slightly important","Not at all important","Not at all important","Female","03/11/1992","White","Agnostic","Single","No",NA,"Yes","I'm open to both Online and In-Lab Experiments","No","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",2,2,"No",NA,"No","Yes","Germany","No","German","German","Germany",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guide dogs Donation goes to the charity Guide Dogs (UK)  to support working guide dog partnerships",NA,NA,NA,0,"Africa","like I just wanted to move on.","Slightly happy","uk","Image","Info","FALSE",8.647,8.648,7.11,1,1,"Image-Info","Guide dogs","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",1449.1833333333334,5.611400462962963,0.6666666666666666,"1","1","2019-05-31",26.570841889117045,"TRUE",706.009638696457,"5",NA
"Government","I ponder accurately, reasoning carefully about my choice","My left eye is blind","Service",3,"2019/06/07 11:29:27","2019/06/07 11:49:46",100,1219,TRUE,"2019/06/07 11:49:47","R_302HQPwzLQILvlF","Disagree a little","Agree Moderately","Agree Strongly","Disagree Moderately","Neither agree nor disagree","Agree Moderately","Disagree a little","Disagree Strongly","Agree Moderately","Neither agree nor disagree","A little like me","Not like me at all","Like me","Like me","Very much like me","Somewhat like me","Like me","Very much like me","Somewhat like me","Very much like me","Independence","Curiosity","Self-reliance","Being well-behaved","Strongly agree","Neither agree nor disagree","Agree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","6","Depends",NA,"4","7","6","Very interested","6","Always Justifiable","Always Justifiable","2","4","Always Justifiable",NA,NA,NA,NA,"The same share","Spend less","Keeping immigration levels the same","Not very supportive","A moderate amount","Moderately similar","Moderately important","Very important","Extremely important","Extremely important","Extremely important","Moderately important","Very important","Slightly important","Not at all important","Not at all important","Male","02.03.1997","White","Atheist","Single","Yes","International Relations","Yes","I'm open to both Online and In-Lab Experiments","Yes","Undergraduate Degree (BA, BSc etc.)","Post-graduate Degree (MA, MSc etc.)",2,1,"No",NA,"No","Yes","Bulgaria","No","Bulgarian","Bulgarian","Bulgaria",NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guide dogs Donation goes to the charity Guide Dogs (UK)  to support working guide dog partnerships",NA,NA,NA,NA,3,"Latin America and Africa","like I just wanted to move on.","Neither happy nor unhappy","uk","Image","No info","TRUE",NA,25.767,43.050999999999995,0,1,"Image only","Guide dogs","2","0","1",50,0.06,3,"1",0,"0","2019/05/31 20:02:00",20.316666666666666,6.6440625,0.5555555555555556,"0","0","2019-05-31",22.245037645448324,"FALSE",494.8416998474131,"6","Government/politics"
"Management, Professional, and related","I ponder accurately, reasoning carefully about my choice",NA,"Homemaker",2,"2019/06/07 17:01:27","2019/06/07 17:23:08",100,1300,TRUE,"2019/06/07 17:23:08","R_21GMHTEk1g0KkBo","Neither agree nor disagree","Disagree Moderately","Agree Moderately","Disagree a little","Disagree a little","Agree a little","Neither agree nor disagree","Disagree a little","Agree a little","Agree a little","Like me","Like me","Somewhat like me","A little like me","A little like me","A little like me","Not like me","A little like me","Not like me","Not like me","Respect for their elders","Good manners","Obedience","Being considerate","Agree","Disagree","Agree","Disagree","Strongly disagree","Agree","Disagree","Strongly disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Agree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Risk Neutral","Most people can be trusted",NA,"6","1","7","Not at all interested","5","5","2","5","5","2",NA,NA,NA,NA,NA,"Spend more","Keeping immigration levels the same",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","30/10/1998","Mixed","Christian","Single","Yes","Literature and Sociology","No","I'm open to both Online and In-Lab Experiments","No","Undergraduate Degree (BA, BSc etc.)","Post-graduate Degree (MA, MSc etc.)",2,1,"No",NA,"No","No","Malaysia","Yes",NA,"Malay, Cantonese",NA,NA,NA,NA,NA,NA,"Extremely supportive","A little","Moderately dissimilar","Very important","Very important","Very important","Very important","Very important","Very important","Slightly important","Not at all important","Not at all important","Not at all important",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Moderately happy","int","No image","Info","TRUE",22.801,22.801,10.506,1,0,"Info only","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",21.683333333333334,6.874618055555556,1,"0","0","2019-05-31",20.583162217659137,"FALSE",423.6665668784706,"6","Sociology"
"Sales and Office","I partly ponder and partly rely on intuition",NA,"Management, Professional, and related",2,"2019/06/07 18:53:02","2019/06/07 19:10:49",100,1066,TRUE,"2019/06/07 19:10:50","R_22yKFQabhCwSIgB","Neither agree nor disagree","Agree Strongly","Agree Strongly","Agree Moderately","Agree a little","Agree Strongly","Agree Moderately","Disagree Strongly","Agree Moderately","Agree a little","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","A little like me","Not like me","Very much like me","Like me","Very much like me","Respect for their elders","Good manners","Obedience","Being well-behaved","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","7","Depends","I more frequently ponder carefully","very willing to do so","very willing to do so","very willing to do so","Not very interested","5","Always Justifiable","Never justifiable","5","Never justifiable","5",NA,NA,NA,NA,"Much larger share","Spend more","Increasing immigration levels","Very supportive","A great deal","Somewhat similar","Moderately important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Very important","Not at all important","Not at all important","Female","30/08/1996","White","Christian","Single","Yes","Modern Languages","Yes","I'm open to both Online and In-Lab Experiments","No","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",2,0,"No",NA,"No","Yes","Italy","No","Italian and English","French,spanish","Italy","England","Spain","20 y","2y","3y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Africa","like I just wanted to help in some way.","Neither happy nor unhappy","uk","Image","Info","FALSE",20.514,20.513,27.512999999999998,1,1,"Image-Info","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",17.783333333333335,6.952106481481482,0.7222222222222222,"0","0","2019-05-31",22.748802190280628,"FALSE",517.5080010925167,"6","Humanities"
"Government","I ponder accurately, reasoning carefully about my choice",NA,"Government",3,"2019/05/31 20:06:55","2019/05/31 21:06:57",99,3601,FALSE,"2019/06/07 21:07:00","R_3gZ5KsrR6lqE7k7","Disagree a little","Disagree Moderately","Agree a little","Agree Moderately","Agree a little","Agree Moderately","Agree a little","Disagree a little","Disagree a little","Agree a little","Like me","Very much like me","Like me","Very much like me","Somewhat like me","Somewhat like me","Like me","Like me","A little like me","Like me","Respect for their elders","Good manners","Obedience","Being considerate","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","6","Depends",NA,"7","2","3","Not very interested","6","5","5","Always Justifiable","5","Never justifiable",NA,NA,NA,NA,"Larger","Spend the same amount","Keeping immigration levels the same","Somewhat supportive","A moderate amount","Somewhat similar","Very important","Moderately important","Very important","Very important","Very important","Very important","Very important","Very important","Slightly important","Slightly important","Female","06/06/1996","Other","Muslim","Single","Yes","Accounting and finance","No","In the Lab Only","No","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",4,1,"No",NA,"No","No","Malaysia","No","Malay","Malay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"River blindnessDonation goes to the charity the Carter Center, for their River Blindness Program",NA,NA,5,NA,NA,NA,"uk","No image","Info","FALSE",5.565,5.565,11.58,NA,NA,"Info only","River blindness","2","0","1",50,0.1,0,"0",5,"1","2019/05/31 20:02:00",60.03333333333333,0.003414351851851852,0.6666666666666666,"0","0","2019-05-31",22.981519507186857,"FALSE",528.15023885921,"6","Business"
"Management, Professional, and related","I partly ponder and partly rely on intuition",NA,"Sales and Office",NA,"2019/06/07 21:19:57","2019/06/07 23:41:39",100,8501,TRUE,"2019/06/07 23:41:40","R_1ltuIdTNSpAtbaR","Neither agree nor disagree","Agree Moderately","Agree a little","Agree a little","Agree a little","Disagree a little","Agree Moderately","Neither agree nor disagree","Disagree a little","Neither agree nor disagree","Like me","A little like me","Very much like me","Very much like me","Somewhat like me","Like me","Somewhat like me","Like me","Somewhat like me","Somewhat like me","Respect for their elders","Good manners","Self-reliance","Being considerate","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Disagree","Disagree","Strongly Agree","Disagree","Strongly Agree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Very willing to take risks","Can't be too careful","I more frequently ponder carefully","8","7","9","Not very interested","4","7","Always Justifiable","5","5","Always Justifiable",NA,NA,NA,NA,"Larger","Spend the same amount","Keeping immigration levels the same","Very supportive","A moderate amount","Somewhat similar","Very important","Moderately important","Extremely important","Extremely important","Extremely important","Very important","Very important","Extremely important","Very important","Very important","Male","10/11/1996","Indian","Hindu","Single","No",NA,"Yes","I'm open to both Online and In-Lab Experiments","No","Secondary Education (GCSE/O-Levels) or below","Secondary Education (GCSE/O-Levels) or below",1,1,"No",NA,"Yes","No",NA,"Yes",NA,"Gujarati, Hindi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guide dogs 
Donation goes to the charity Guide Dogs (UK)  to support working guide dog partnerships 
",NA,NA,NA,NA,NA,NA,NA,0,"Africa and Europe","like I just wanted to move on.","Moderately unhappy","uk","No image","No info","FALSE",NA,11.07,24.549,0,0,"Control","Guide dogs","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",141.7,7.054131944444444,0.3888888888888889,"0","0","2019-05-31",22.55167693360712,"FALSE",508.5781325177874,"6",NA
"Sales and Office","I partly ponder and partly rely on intuition",NA,"Other",NA,"2019/06/02 20:08:36","2019/06/08 00:43:34",100,448498,TRUE,"2019/06/08 00:43:35","R_1dH45FCgJwjRJ25","Disagree a little","Disagree Moderately","Agree Moderately","Disagree a little","Agree Moderately","Agree Moderately","Agree Strongly","Disagree Strongly","Agree a little","Disagree Strongly","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","A little like me","Not like me","Like me","Not like me","Like me","Independence","Curiosity","Self-reliance","Being considerate","Strongly agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Risk Neutral","Most people can be trusted","I more frequently ponder carefully","7","completely unwilling to do so","6","Somewhat interested","4","Always Justifiable","Always Justifiable","Always Justifiable","Always Justifiable","Always Justifiable",NA,NA,NA,NA,"Larger","Spend more","Keeping immigration levels the same",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","02/04/1998","Indian","Hindu","Single","Yes","Psychology","Yes","I'm open to both Online and In-Lab Experiments","No","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Undergraduate Degree (BA, BSc etc.)",2,1,"No",NA,"Yes","No",NA,"Yes",NA,"Gujarati,Hindu",NA,NA,NA,NA,NA,NA,"Extremely supportive","A great deal","Very Dissimilar","Moderately important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important",NA,NA,NA,NA,NA,"River blindnessDonation goes to the charity the Carter Center, for their River Blindness Program",NA,NA,25,"Latin America and Africa","like I just wanted to help in some way.","Extremely happy","int","Image","Info","FALSE",23.511,23.511,34.461,1,1,"Image-Info","River blindness","2","0","1",50,0.5,0,"0",25,"1","2019/05/31 20:02:00",7474.966666666666,2.004583333333333,0.7222222222222222,"0","0","2019-05-31",21.16084873374401,"FALSE",447.7815191323955,"1","Psych"
"Production, Transportation, and Material Moving","I ponder accurately, reasoning carefully about my choice",NA,"Sales and Office",NA,"2019/06/08 01:29:39","2019/06/08 02:27:34",100,3474,TRUE,"2019/06/08 02:27:34","R_1PSJdSAmca21wDy","Disagree a little","Disagree Strongly","Agree Strongly","Disagree Strongly","Agree Strongly","Agree Strongly","Agree Strongly","Disagree Strongly","Agree Strongly","Disagree Strongly","Very much like me","Not like me at all","Very much like me","Very much like me","Somewhat like me","Somewhat like me","Somewhat like me","Not like me at all","Not like me at all","Very much like me","Respect for their elders","Good manners","Self-reliance","Being considerate","Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Disagree","Strongly agree","Disagree","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Very willing to take risks","Depends",NA,"very willing to do so","very willing to do so","1","Not at all interested","5","Never justifiable","Never justifiable","5","Always Justifiable","Always Justifiable",NA,NA,NA,NA,"The same share","Spend less","Keeping immigration levels the same",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","13/06/1960","White","Other","Single","No",NA,"No","Online Only","No","Secondary Education (GCSE/O-Levels) or below","Secondary Education (GCSE/O-Levels) or below",2,2,"Yes",2,"Yes","Yes",NA,"Yes",NA,"spanish","spain",NA,NA,"8",NA,NA,"Not at all supportive","None at all","Very Dissimilar","Extremely important","Moderately important","Extremely important","Extremely important","Moderately important","Extremely important","Extremely important","Moderately important","Extremely important","Not at all important",NA,NA,NA,NA,NA,NA,NA,NA,0,"Latin America and Africa","like I just wanted to help in some way.","Extremely happy","int","No image","No info","TRUE",NA,29.804,24.527,0,0,"Control","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",57.916666666666664,7.227534722222222,0.7222222222222222,"0","0","2019-05-31",58.96235455167693,"TRUE",3476.559254277657,"7",NA
"Production, Transportation, and Material Moving","I ponder accurately, reasoning carefully about my choice",NA,"Production, Transportation, and Material Moving",2,"2019/06/07 10:38:50","2019/06/08 07:14:21",100,74130,TRUE,"2019/06/08 07:14:22","R_bCaVm0Rx3RDSCe5","Disagree Moderately","Disagree Moderately","Neither agree nor disagree","Agree a little","Agree Strongly","Agree Strongly","Agree a little","Agree Moderately","Agree Strongly","Agree Moderately","A little like me","Not like me at all","Like me","Very much like me","Very much like me","Not like me","A little like me","Not like me","Somewhat like me","A little like me","Independence","Curiosity","Self-reliance","Being considerate","Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Strongly disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","4","Depends",NA,"5","4","7","Not very interested","3","Always Justifiable","5","Always Justifiable","7","Always Justifiable",NA,NA,NA,NA,"Larger","Spend more","Keeping immigration levels the same",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","09/05/1998","White","Atheist","Single","Yes","Psychology with cognitive neuroscience","Yes","I'm open to both Online and In-Lab Experiments","No","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",1,1,"No",NA,"No","Yes","Poland","No","Polish","French","-",NA,NA,"-",NA,NA,"Extremely supportive","A moderate amount","Very Dissimilar","Moderately important","Very important","Extremely important","Moderately important","Extremely important","Very important","Moderately important","Very important","Moderately important","Slightly important",NA,NA,"River blindnessDonation goes to the charity  the Carter Center, for their River Blindness Program",NA,NA,NA,NA,NA,20,"Africa and Asia","like I just wanted to help in some way.","Moderately happy","int","Image","No info","TRUE",NA,56.264,38.463,0,1,"Image only","River blindness","2","0","1",50,0.4,0,"0",20,"1","2019/05/31 20:02:00",1235.5166666666667,6.608912037037037,0.8333333333333334,"0","0","2019-05-31",21.059548254620122,"FALSE",443.5045726886734,"6","Psych"
"Construction, Extraction, and maintenance","I ponder accurately, reasoning carefully about my choice",NA,"Other",5,"2019/06/01 13:14:14","2019/06/01 13:28:16",98,841,FALSE,"2019/06/08 13:28:41","R_2vj1hl6uqKoO1an","Disagree a little","Disagree Moderately","Agree Strongly","Agree a little","Agree Strongly","Agree Moderately","Agree a little","Disagree Strongly","Agree Strongly","Disagree Moderately","A little like me","Not like me at all","Like me","Very much like me","Very much like me","Somewhat like me","Somewhat like me","Somewhat like me","A little like me","Like me","Independence","Curiosity","Self-reliance","Being considerate","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Neither agree nor disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","6","Depends",NA,"9","5","7","Very interested","3","Always Justifiable","Always Justifiable","Always Justifiable","Always Justifiable","Always Justifiable",NA,NA,NA,NA,"Much larger share","Spend more","Increasing immigration levels","Extremely supportive","A great deal","Moderately similar","Extremely important","Extremely important","Very important","Moderately important","Very important","Extremely important","Slightly important","Moderately important","Very important","Very important","Female","05/09/1997","White","Agnostic","Single","Yes","Psychology","Yes","I'm open to both Online and In-Lab Experiments","No","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Secondary Education (GCSE/O-Levels) or below",0,NA,"No",NA,"No","Yes","Portugal","No","Portuguese","Spanish","Portugal",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"River blindnessDonation goes to the charity  the Carter Center, for their River Blindness Program",NA,NA,NA,NA,NA,0,NA,NA,NA,"uk","Image","No info","TRUE",NA,9.821,11.227,NA,NA,"Image only","River blindness","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",14.033333333333333,0.7168287037037037,0.9444444444444444,"0","0","2019-05-31",21.73305954825462,"FALSE",472.3258773279813,"7","Psych"
